canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Franz Schubert,"Impromptu Op. 90, No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.wav,307.3567973,"Composer:Franz Schubert;Title:Impromptu Op. 90, No. 3, in G-flat Major, D899","The Impromptu Op. 90, No. 3, in G-flat Major by Franz Schubert is a beautiful and introspective piano composition. The key of G-flat Major gives the piece a rich and expressive character. The melody is lyrical and flowing, with tender and passionate moments that Schubert is known for. The style of the piece is typically Romantic, showcasing Schubert's ability to convey deep emotions through his music. The chord progressions often feature lush harmonies and modulations, adding to the complexity and beauty of the composition."
Franz Schubert,"Impromptu Op.142 No.3, in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.wav,445.9063383,"Composer:Franz Schubert;Title:Impromptu Op.142 No.3, in B-Flat Major, D935","Franz Schubert's Impromptu Op.142 No.3, in B-Flat Major, D935 is a captivating piano piece known for its serene and lyrical melody. The key of B-Flat Major brings a sense of brightness and cheerfulness to this piece. Its style can be described as a blend of classical and Romantic, with Schubert's signature melodic beauty shining through. Typical chord progressions in this composition include the use of graceful arpeggios, gentle harmonic shifts, and subtle modulations that create an enchanting and introspective atmosphere."
Franz Schubert,Impromptus Op. 90,train,2018,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.wav,644.3890458,Composer:Franz Schubert;Title:Impromptus Op. 90,"Franz Schubert's Impromptus Op. 90 consist of four distinctive piano pieces. The key varies throughout the opus, with each Impromptu having its own key signature, ranging from C minor to E-flat major. Melodically, these pieces showcase Schubert's gift for crafting beautiful and lyrical melodies that are highly expressive.

Stylistically, the Impromptus Op. 90 are characterized by their romantic and introspective nature. Schubert's signature melancholic and poetic style permeates each piece, drawing the listener into a world of profound emotions. The melodies often feature yearning phrases and tender lines, filled with delicate ornamentation and dynamic contrasts.

In terms of chord progressions, Schubert employs a rich harmonic palette. The pieces typically venture beyond traditional diatonic progressions, incorporating unexpected chromatic shifts and modulations to evoke a sense of subtle complexity. This lends the Impromptus Op. 90 a distinctively adventurous and harmonically interesting quality that is both captivating and melodically memorable."
Franz Schubert,"Impromptus Op. 90, No. 3",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.wav,340.5250408,"Composer:Franz Schubert;Title:Impromptus Op. 90, No. 3","Franz Schubert's Impromptus Op. 90, No. 3 is a captivating piano composition in G-flat major. The melody is characterized by its lyrical and flowing nature, showcasing Schubert's ability to create beautiful melodic lines. The style of this piece can be described as Romantic, with its emotional depth and expressive qualities. Typical chord progressions in this Impromptu include lush harmonies, delicate arpeggios, and occasional modulations that add richness and variety to the overall musical texture."
Franz Schubert,Moment Musical Op. 94 No. 1 in C Major,validation,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.wav,351.0302083,Composer:Franz Schubert;Title:Moment Musical Op. 94 No. 1 in C Major,"""Moment Musical Op. 94 No. 1 in C Major"" by Franz Schubert is a captivating piano piece. The key of C Major contributes to its joyful and bright character. The melody in this piece is graceful and lyrical, showcasing Schubert's gift for creating beautiful melodic lines. The style of the composition is reminiscent of the Romantic era, with elements of delicacy and emotional expressiveness. Typical chord progressions in this piece often include inversions and tonic-dominant relationships, enriching the harmonic texture and adding depth to the music."
Franz Schubert,"Moment Musical Op. 94 No. 4 in C-sharp Minor, D780",test,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.wav,414.592267,"Composer:Franz Schubert;Title:Moment Musical Op. 94 No. 4 in C-sharp Minor, D780","The Moment Musical Op. 94 No. 4 in C-sharp Minor by Franz Schubert is a captivating piano piece known for its poignant and expressive nature. The key of C-sharp Minor sets the stage for a melancholic and introspective atmosphere. The melody exhibits a combination of hauntingly beautiful motifs and contrasting dynamics, effortlessly showcasing Schubert's signature lyrical style. The piece follows a typical Romantic-era chord progression, with harmonic nuances that accentuate the emotional depth of the composition."
Franz Schubert,"Moment Musical Op. 94 No. 4, in C-sharp Minor, D780",test,2011,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.wav,320.2641028,"Composer:Franz Schubert;Title:Moment Musical Op. 94 No. 4, in C-sharp Minor, D780","Franz Schubert's Moment Musical Op. 94 No. 4, in C-sharp Minor, D780 is a deeply expressive piano piece. The melody is hauntingly beautiful, marked by melancholic and introspective passages that evoke a sense of longing and introspection. The overall style of the piece can be described as Romantic, showcasing Schubert's ability to create emotional depth through his music. Typical chord progressions in this piece include rich harmonies, minor modulations, and moments of tension and release, amplifying the poignant atmosphere of the composition."
Franz Schubert,"Moment Musicaux in F Minor, Op. 94 No. 3",validation,2008,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.wav,106.1564109,"Composer:Franz Schubert;Title:Moment Musicaux in F Minor, Op. 94 No. 3","Schubert's Moment Musicaux in F Minor, Op. 94 No. 3 is an exquisite piano piece characterized by its somber and melancholic atmosphere. The key of F minor adds to the introspective and dramatic nature of the composition. The melody unfolds with delicate phrases, intertwining passages, and passionate moments, expressing both sorrow and beauty. The piece showcases Schubert's ability to create intricate harmonic progressions, blending classical elegance with romantic nuances, resulting in a captivating and emotionally evocative musical journey."
Franz Schubert,Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.wav,776.2425464,Composer:Franz Schubert;Title:Son. in Bb D.960,"Franz Schubert's Sonata in B-flat Major, D.960 is a majestic and introspective piano piece. The key of B-flat Major sets an optimistic and rich tonal backdrop for the composition. The melody flows gracefully, characterized by flowing and lyrical passages, showcasing Schubert's signature gift for melodious writing. The style of the sonata balances between Classical and Romantic periods, with a sophisticated and nuanced approach to harmonies and phrasing. Typical chord progressions found in this piece include sequences of dominant-tonic relationships, enhancing the sense of tension and resolution."
Franz Schubert,Son. in Bb D.961,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.wav,468.1004934,Composer:Franz Schubert;Title:Son. in Bb D.961,"Schubert's Sonata in B-flat Major, D.961, is a remarkable piece that showcases his mastery of composition. The key of B-flat Major gives this sonata a bright and majestic character. The melodies in this sonata are flowing and lyrical, often exploring a wide range of emotions, from tender and introspective to exuberant and virtuosic. The style is quintessentially Romantic, with rich harmonies and expressive passages. Typical chord progressions include the use of traditional tonal structures, such as dominant-tonic relationships, while also incorporating unexpected harmonic turns that keep the listener engaged and captivated."
Franz Schubert,Son. in Bb D.962,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.wav,709.9578905,Composer:Franz Schubert;Title:Son. in Bb D.962,"""Son. in Bb D.962"" by Franz Schubert is a piano sonata written in B-flat major. The melody is characterized by its eloquent and lyrical nature, often showcasing Schubert's signature beauty and expressiveness. The style of this sonata reflects Schubert's romantic era influences, with a delicate balance between tenderness and dramatic moments. Typical chord progressions include rich harmonies, often featuring lush and intricate modulations, emphasizing the emotional depth of the composition."
Franz Schubert,Sonata in A D959,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.wav,660.76857,Composer:Franz Schubert;Title:Sonata in A D959,"The Sonata in A D959 by Franz Schubert is characterized by its rich and expressive melodies. In the key of A major, it has a warm and uplifting tone. The composition showcases Schubert's gift for creating beautiful, flowing melodies that captivate the listener. The piece features a mix of classical and romantic styles, combining delicate and lyrical passages with intense and dramatic moments. The typical chord progressions in this sonata include the use of arpeggios and chromaticism, which adds depth and complexity to the overall musical structure."
Franz Schubert,Sonata in A D960,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.wav,435.8302266,Composer:Franz Schubert;Title:Sonata in A D960,"Franz Schubert's Sonata in A, D960, is a highly acclaimed piano composition. The key of A major gives the piece a bright and uplifting character. The melody flows gracefully throughout the work, showcasing Schubert's lyrical and emotive style. The sonata is known for its mix of classical and romantic elements, displaying a wide range of emotions. Typical chord progressions in this masterpiece include beautiful arpeggios and rich harmonic textures, enhancing the overall depth and complexity of the composition."
Franz Schubert,Sonata in A D961,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.wav,896.5429069,Composer:Franz Schubert;Title:Sonata in A D961,"Sonata in A D961 by Franz Schubert is a monumental piano composition in four movements. The key of A major sets the tone for its lively, joyful, and sometimes dramatic melodies. With a classic sonata structure, this piece showcases Schubert's signature romantic style with rich harmonies, expressive melodies, and exquisite ornamentations. The typical chord progressions include a mix of traditional tonal progressions as well as unexpected modulations that add depth and excitement to the overall musical journey."
Franz Schubert,Sonata in A D962,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.wav,648.6011142,Composer:Franz Schubert;Title:Sonata in A D962,"The Sonata in A D962 by Franz Schubert is a monumental and profound work in the key of A major. Its melody is characterized by its expressive and lyrical qualities, often showcasing Schubert's gift for crafting memorable and poignant themes. The composition exemplifies the Romantic style, with its rich harmonies and emotional depth that Schubert is renowned for. Typical chord progressions in this sonata include sequences of modulations, creating a sense of harmonic adventure and complexity."
Franz Schubert,"Sonata in A Major, D. 664 (Complete)",test,2017,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.wav,903.5148035,"Composer:Franz Schubert;Title:Sonata in A Major, D. 664 (Complete)","The Sonata in A Major, D. 664 by Franz Schubert is a masterful composition exuding a serene and joyful atmosphere. Its key, A major, shines with bright and blissful tones that evoke feelings of contentment and delight. The melody gracefully dances across the keyboard, blending elegant lyricism with lively passages. The style of this sonata showcases Schubert's exquisite command of harmony, with typical chord progressions that include sequences of arpeggios and cascading patterns, creating a sense of fluidity and harmonic richness throughout the piece."
Franz Schubert,"Sonata in A Major, D. 664, I. Allegro moderato",test,2017,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.wav,342.1617849,"Composer:Franz Schubert;Title:Sonata in A Major, D. 664, I. Allegro moderato","The Sonata in A Major, D. 664, I. Allegro moderato by Franz Schubert is a captivating piano piece with a lively and vibrant atmosphere. The melody is characterized by its graceful and lyrical nature, incorporating both delicate passages and expressive phrases. The style of the composition is reminiscent of classical music, showcasing Schubert's mastery in creating balanced and harmonically rich compositions. The chord progressions in this piece follow traditional classical patterns, often featuring a mixture of tonic and dominant progressions to create a sense of musical tension and resolution."
Franz Schubert,"Sonata in A Major, D. 959 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.wav,2341.6069,"Composer:Franz Schubert;Title:Sonata in A Major, D. 959 (Complete)","The Sonata in A Major, D. 959 by Franz Schubert is a remarkable piece showcasing the composer's profound musicality. In terms of key, it is written in A major, which brings a sense of brightness and lyricism to the composition. The melody in this sonata is characterized by its poignant expressiveness, seamlessly transitioning between introspective and dramatic moments. Schubert's signature lyrical style is evident throughout, with flowing passages and tender melodies, often accompanied by arpeggiated chords. The piece also features nuanced and introspective chord progressions, highlighting Schubert's ability to evoke emotional depth and introspection."
Franz Schubert,"Sonata in A Major, D959",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.wav,2244.51298,"Composer:Franz Schubert;Title:Sonata in A Major, D959","The Sonata in A Major, D959 by Franz Schubert is a majestic and introspective piece that showcases Schubert's mastery of the piano. The key of A Major gives the composition a bright and joyful character throughout. The melody is characterized by gentle and lyrical passages, with moments of melancholy and introspection, evoking a wide range of emotions in the listener. The style of the sonata exhibits a delicate balance between classical elegance and romantic expressiveness. The typical chord progressions found in this piece include traditional extensions of the tonic, dominant, and subdominant chords, creating a harmonic framework that supports the emotional and melodic beauty of the composition."
Franz Schubert,"Sonata in A Major, Op. 120, I. Allegro moderato",test,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.wav,339.7926623,"Composer:Franz Schubert;Title:Sonata in A Major, Op. 120, I. Allegro moderato","The Sonata in A Major, Op. 120, I. Allegro moderato by Franz Schubert is a stunning piano composition. In this piece, the key of A Major brings forth a sense of brightness and uplifting emotions. The melody flows gracefully and showcases Schubert's lyrical style, with intricate and expressive passages. The style of this sonata incorporates elements of Classical and Romantic periods, with a balance of structure and emotional depth. The chord progressions in this movement are diverse and varied, transitioning through different tonal centers to create a rich tapestry of harmonies that complement the melodic themes."
Franz Schubert,Sonata in A Min.,train,2006,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.wav,569.8632122,Composer:Franz Schubert;Title:Sonata in A Min.,"The Sonata in A Minor by Franz Schubert is characterized by its emotional depth and sorrowful tone. The melody is hauntingly beautiful, showcasing Schubert's skill in crafting poignant and introspective themes. The style of this piece is firmly rooted in the Romantic era, with its expressive and passionate nature. Typical chord progressions in this sonata include dramatic shifts between minor and major keys, adding a sense of tension and release that adds to its dramatic impact."
Franz Schubert,"Sonata in A Minor, D. 537, I. Allegro ma non troppo",test,2017,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.wav,308.5914366,"Composer:Franz Schubert;Title:Sonata in A Minor, D. 537, I. Allegro ma non troppo","Franz Schubert's ""Sonata in A Minor, D. 537, I. Allegro ma non troppo"" is a dynamic and evocative piano work. The melody showcases Schubert's signature lyrical style, filled with expressive phrases and poignant harmonies. The piece gracefully transitions between dramatic and melancholic passages, often characterized by its contrasting dynamics and tempo fluctuations. Typical chord progressions feature rich harmonic textures, utilizing both minor and major tonalities to create a captivating musical narrative."
Franz Schubert,"Sonata in A Minor, D. 845",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.wav,463.7441944,"Composer:Franz Schubert;Title:Sonata in A Minor, D. 845","The Sonata in A Minor, D. 845 by Franz Schubert is characterized by its expressive and melancholic key of A Minor. The melody in this sonata is rich with lyrical phrases and poignant themes, interwoven with moments of dramatic intensity and delicate beauty. Schubert's style in this piece showcases his ability to convey deep emotions and introspection through the piano, often employing flowing passages, rapid arpeggios, and contrasting textures. The typical chord progressions in this sonata include the use of minor chords, diminished chords, and tastefully placed modulations that add color and complexity to the musical journey."
Franz Schubert,"Sonata in A Minor, D. 846",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.wav,398.8377422,"Composer:Franz Schubert;Title:Sonata in A Minor, D. 846","The Sonata in A Minor, D. 846 by Franz Schubert is a magnificent piece that showcases his mastery of the piano. The key of A minor creates a haunting and melancholic atmosphere throughout the composition. The melody is characterized by its expressive and lyrical nature, often alternating between delicate passages and powerful, emotive themes. Schubert's signature romantic style is evident in this sonata, with rich harmonies, beautiful ornamentation, and inventive modulations. The chord progressions in this piece are frequently shifting and dynamic, adding depth and complexity to the overall structure."
Franz Schubert,"Sonata in A Minor, D. 847",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.wav,280.3870059,"Composer:Franz Schubert;Title:Sonata in A Minor, D. 847","The Sonata in A Minor, D. 847 by Franz Schubert is a dramatic and introspective piano composition. The key of A minor sets a melancholic tone, evoking a sense of longing and introspection. The melody is characterized by beautiful and lyrical lines, and showcases Schubert's gift for creating memorable melodies. The style of the piece is rich in emotion, with moments of both delicate intimacy and passionate intensity. In terms of chord progressions, the Sonata follows traditional classical structures, incorporating common progressions such as I-V-I and I-IV-V."
Franz Schubert,"Sonata in A Minor, D. 848",train,2009,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.wav,293.5614052,"Composer:Franz Schubert;Title:Sonata in A Minor, D. 848","The Sonata in A Minor, D. 848 by Franz Schubert is a captivating piano piece that showcases a wide range of emotions. In terms of key, this piece is written in A minor, which adds a sense of darkness and melancholy to the overall mood. The melody is beautifully crafted, filled with intricate and expressive passages, complemented by both delicate and powerful moments. Schubert's signature lyrical style shines through, with romantic and introspective elements adorning the composition. Typical chord progressions in this sonata include minor harmonies and modulations that evoke a sense of tension and passion, contributing to the song's dramatic character."
Franz Schubert,"Sonata in A Minor, D784",test,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.wav,1371.545103,"Composer:Franz Schubert;Title:Sonata in A Minor, D784","The Sonata in A Minor, D784 by Franz Schubert is a captivating and emotional piece. The key of A minor sets a melancholic and introspective atmosphere. The melody is rich and expressive, having both tender and intense moments. The style of this sonata is characterized by Schubert's signature lyricism and harmonic depth. Typical chord progressions include frequent use of minor chords, suspensions, and progressions that evoke a sense of longing and tension."
Franz Schubert,"Sonata in A Minor, D845",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.wav,1846.4645,"Composer:Franz Schubert;Title:Sonata in A Minor, D845","The Sonata in A Minor, D845 by Franz Schubert is a captivating and introspective piano piece. The key of A minor sets a melancholic and expressive tone throughout the composition. The melody is characterized by memorable motifs that are both lyrical and passionate, showcasing Schubert's ability to evoke emotions through his music. The style of this sonata reflects Schubert's Romantic period, with its expressive dynamics, nuanced phrasing, and rich harmonies. Typical chord progressions in this piece include sequences of minor chords, arpeggios, and modulations that create a sense of tension and resolution."
Franz Schubert,"Sonata in A minor, D. 845 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.wav,1682.598478,"Composer:Franz Schubert;Title:Sonata in A minor, D. 845 (Complete)","Franz Schubert's Sonata in A minor, D. 845 is a profound and introspective piano composition. The unforgettable melody weaves effortlessly between haunting melancholy and fiery passion, capturing the essence of Romanticism. The piece showcases Schubert's signature expressive style, with rich harmonies and intense emotional depth. Its typical chord progressions include dramatic modulations, lush arpeggios, and beautiful suspensions, all contributing to its evocative and captivating character."
Franz Schubert,Sonata in B-flat Major D. 960,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.wav,908.6756405,Composer:Franz Schubert;Title:Sonata in B-flat Major D. 960,"Sonata in B-flat Major D. 960 by Franz Schubert is a beautiful and profound piano composition. It showcases delicate and expressive melodies that evoke a sense of introspection and melancholy. The sonata's style could be described as Romantic, with an emphasis on lyrical phrases and rich harmonies. Typical chord progressions in this piece often feature dreamy and flowing arpeggios, creating a sense of continuity and emotional depth."
Franz Schubert,Sonata in B-flat Major D. 961,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.wav,635.4574308,Composer:Franz Schubert;Title:Sonata in B-flat Major D. 961,"The Sonata in B-flat Major D. 961 by Franz Schubert is a monumental and emotionally rich piece. The key of B-flat Major lends it a bright and exuberant character. The melody is characterized by Schubert's hallmark lyrical and expressive style, with sweeping melodic lines and ornamental flourishes. The piece exhibits a classical style with contrasting sections and virtuosic passages, showcasing Schubert's mastery of piano composition. Typical chord progressions include progressions using dominant chords, sequences, and modulations, adding depth and variety to the overall harmonic structure of the sonata."
Franz Schubert,Sonata in B-flat Major D. 962,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.wav,216.3032025,Composer:Franz Schubert;Title:Sonata in B-flat Major D. 962,"Sonata in B-flat Major D. 962 composed by Franz Schubert is a profound and emotionally rich piano piece. The key of B-flat Major infuses the composition with a bright and majestic character. The melody flows seamlessly between delicate and passionate passages, showcasing Schubert's remarkable ability to evoke a range of emotions. The style of this sonata is characterized by Schubert's signature lyrical melodies, intricate harmonies, and expressive dynamics. Typical chord progressions in this piece include sequences of arpeggios, modulations, and rich harmonies that captivate the listener throughout the entire composition."
Franz Schubert,Sonata in B-flat Major D. 963,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.wav,434.9020758,Composer:Franz Schubert;Title:Sonata in B-flat Major D. 963,"Franz Schubert's Sonata in B-flat Major D. 963 is a captivating piano piece filled with rich harmonies and expressive melodies. The key of B-flat Major gives it a warm and majestic feel, conveying a sense of grandeur and emotional depth. The melody of this sonata is characterized by Schubert's signature lyricism, often flowing gracefully with intricate ornamentation. In terms of style, the Sonata showcases Schubert's ability to seamlessly blend classical traditions with romantic influences, creating a piece that is both technically challenging and emotionally evocative. Typical chord progressions in this sonata include sequences of dominant-tonic relationships, creating tension and resolution throughout the composition."
Franz Schubert,"Sonata in B-flat Major, D. 960",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.wav,949.8387938,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D. 960","Franz Schubert's Sonata in B-flat Major, D. 960 is a profound and elegant piano composition. The key of B-flat Major adds a regal and majestic character to the piece. Its melodic passages are filled with beautiful lyricism, showcasing Schubert's signature gift for composing unforgettable melodies. The Sonata exhibits a classical style, blending elements of grace and sophistication with Schubert's personal touch. The typical chord progressions in this piece include sequences of rich harmonic textures, often accompanied by delicate arpeggios, creating a sense of depth and emotional resonance."
Franz Schubert,"Sonata in B-flat Major, D. 960 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.wav,2213.109432,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D. 960 (Complete)","The Sonata in B-flat Major, D. 960 by Franz Schubert is a monumental piano work consisting of four movements. In this sonata, the key of B-flat Major evokes a sense of brightness and warmth. The melodies in this piece are characterized by Schubert's signature lyrical and expressive style, with flowing and singing lines that soar throughout the movements. The overall style of this sonata can be described as romantic and introspective, with moments of both melancholy and exuberance. Typical chord progressions in this piece include rich and harmonically complex progressions, often featuring lush and poignant modulations to different keys."
Franz Schubert,"Sonata in B-flat Major, D. 961",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.wav,672.7610794,"Composer:Franz Schubert;Title:Sonata in B-flat Major, D. 961","The Sonata in B-flat Major, D. 961 by Franz Schubert is a remarkable piano composition. It is characterized by its majestic and tranquil nature, with a distinct emphasis on the key of B-flat major. The melody flows gracefully in a lyrical manner, showcasing Schubert's gift for melodic beauty and emotional depth. The style of this sonata is rooted in the classical tradition, yet it also exhibits elements of Romanticism. Typical chord progressions in this work include rich harmonic sequences and modulations, enhancing the expressive and dramatic qualities of the piece."
